fighter_id,fighter_f_name,fighter_l_name,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq
2026,Chuck,Liddell,187.96,205.0,193.04,1969-12-17,21,8,0,0
2025,Rodrigo,Lidio,180.34,155.0,185.42,1989-07-07,12,3,0,0
2023,Zach,Light,172.72,170.0,172.72,1974-02-06,9,11,0,0
2022,Scott,Lighty,187.96,205.0,187.96,1978-10-15,6,2,0,0
2019,Jae,Suk Lim,175.26,170.0,175.26,1979-11-09,17,6,0,0
2018,Hyun,Gyu Lim,190.5,170.0,195.58,1985-01-16,13,7,1,0
2017,Juliana,Lima,165.1,115.0,165.1,1982-03-15,9,5,0,0
2016,Dhiego,Lima,187.96,170.0,190.5,1989-01-31,17,9,0,0
2015,Douglas,Lima,185.42,170.0,185.42,1988-01-05,29,6,0,0
2014,Mabelly,Lima,157.48000000000002,135.0,157.48000000000002,1994-01-25,7,1,0,0
2011,Emiliano,Linares,172.72,145.0,182.88,1997-04-21,8,2,0,0
2010,Matt,Lindland,182.88,185.0,187.96,1970-05-17,22,9,0,0
2009,Jake,Lindsey,180.34,155.0,180.34,1986-06-21,12,7,0,0
2008,John,Lineker,160.02,135.0,170.18,1990-06-12,31,9,0,0
2007,Austin,Lingo,177.8,145.0,177.8,1994-07-10,9,3,0,0
2006,Lucio,Linhares,187.96,185.0,187.96,1973-12-08,19,8,0,0
2005,Philipe,Lins,187.96,205.0,198.12,1985-08-17,17,5,0,0
2004,Ariane,Lipski,167.64,125.0,170.18,1994-01-26,16,8,0,0
2003,Tainara,Lisboa,170.18,135.0,170.18,1991-03-02,6,2,0,0
2002,Dean,Lister,185.42,185.0,190.5,1976-02-13,13,7,0,0
2000,James,Llontop,182.88,155.0,185.42,1999-08-02,14,2,0,0
1999,Abner,Lloveras,180.34,155.0,180.34,1982-09-04,20,9,1,0
1997,John,Lober,180.34,199.0,180.34,1968-02-26,5,9,4,0
1996,Artem,Lobov,175.26,145.0,165.1,1986-08-11,13,15,1,1.0
1995,Dylan,Lockard,175.26,145.0,182.88,1992-05-19,6,2,0,0
1994,Sean,Loeffler,190.5,185.0,190.5,1982-05-23,31,5,0,0
1993,Christian,Lohsen,187.96,155.0,195.58,1995-01-24,4,2,0,0
1992,David,Loiseau,182.88,185.0,193.04,1979-12-17,23,11,0,0
1991,Hector,Lombard,175.26,185.0,180.34,1978-02-02,34,10,1,2.0
1990,Michael,Lombardo,182.88,170.0,182.88,1990-04-03,11,2,0,1.0
1987,Loma,Lookboonmee,154.94,115.0,154.94,1996-01-18,8,3,0,0
1986,Ange,Loosa,177.8,170.0,187.96,1993-03-18,10,3,0,0
1985,Lucas,Lopes,187.96,185.0,187.96,1979-10-05,29,19,0,0
1984,Dileno,Lopes,165.1,135.0,165.1,1984-09-26,19,3,0,0
1983,Diego,Lopes,180.34,145.0,182.88,1994-12-30,22,6,0,0
1982,Bruno,Lopes,187.96,205.0,190.5,1993-04-24,11,1,0,0
1980,Steve,Lopez,180.34,155.0,180.34,1984-07-30,13,6,1,0
1978,Jorge,Lopez,177.8,170.0,177.8,1988-11-21,11,5,0,0
1977,Christopher,Lopez,177.8,170.0,177.8,1986-01-30,9,1,0,1.0
1976,Matthew,Lopez,170.18,135.0,175.26,1987-01-21,10,4,0,0
1975,Benito,Lopez,177.8,135.0,185.42,1994-04-06,10,2,0,0
1974,Gustavo,Lopez,165.1,135.0,170.18,1989-06-27,12,6,1,0
1973,Brendan,Loughnane,177.8,145.0,177.8,1989-12-05,17,3,0,0
1972,Nate,Loughran,187.96,185.0,187.96,1980-07-28,11,2,0,0
1971,Caolan,Loughran,167.64,135.0,172.72,1996-05-18,8,1,0,0
1969,Ian,Loveland,172.72,145.0,172.72,1983-09-07,18,10,0,0
1967,Waylon,Lowe,170.18,145.0,170.18,1980-10-31,16,7,0,2.0
1965,Joe,Lowry,180.34,155.0,185.42,1989-12-12,9,2,0,0
1964,Lu,Kai,175.26,145.0,175.26,1994-03-01,8,5,0,1.0
1959,Stephanie,Luciano,167.64,115.0,165.1,1999-12-16,5,1,1,0
1958,Iasmin,Lucindo,160.02,115.0,167.64,2002-01-08,15,5,0,0
1957,Duane,Ludwig,177.8,170.0,177.8,1978-08-04,21,14,0,0
1956,Mike,Lullo,172.72,145.0,172.72,1979-07-24,8,3,0,0
1955,Dalcha,Lungiambula,172.72,185.0,193.04,1987-07-31,11,6,0,0
1954,Alexandru,Lungu,182.88,385.0,182.88,1974-09-03,14,4,0,0
1953,Vicente,Luque,180.34,170.0,190.5,1991-11-27,22,9,1,0
1951,Travis,Lutter,180.34,185.0,190.5,1973-05-12,10,6,0,0
1950,Tucker,Lutz,172.72,145.0,182.88,1994-07-12,12,4,0,0
1949,Lv,Zhenhong,172.72,145.0,170.18,1993-06-25,16,6,0,0
1946,Chris,Lytle,180.34,170.0,172.72,1974-08-18,31,18,5,0
1945,Dong,Hyun Ma,180.34,155.0,177.8,1988-09-09,16,11,3,0
1944,Pawan,Maan,170.18,155.0,177.8,1986-04-06,7,3,1,0
1943,William,Macario,180.34,170.0,190.5,1991-07-01,9,3,0,0
1942,Jason,MacDonald,190.5,185.0,203.2,1975-06-03,25,16,0,0
1941,Rob,MacDonald,190.5,205.0,198.12,1978-09-05,5,4,0,0
1940,Rory,MacDonald,182.88,170.0,193.04,1989-07-22,19,4,0,0
1939,Ryan,MacDonald,180.34,135.0,180.34,1993-03-18,10,2,0,0
1936,Valesca,Machado,162.56,115.0,160.02,1996-05-06,8,3,0,1.0
1935,Caio,Machado,193.04,250.0,198.12,1994-07-20,8,1,1,0
1934,Lyoto,Machida,185.42,185.0,187.96,1978-05-30,24,8,0,0
1933,War,Machine,180.34,170.0,180.34,1981-11-30,14,5,0,0
1931,Pauline,Macias,162.56,115.0,162.56,1988-06-27,4,1,0,0
1930,Reza,Madadi,180.34,155.0,185.42,1978-06-20,14,6,0,0
1929,Don,Madge,182.88,155.0,182.88,1990-11-12,9,3,1,0
1927,Victor,Madrigal,170.18,135.0,180.34,1990-08-16,15,5,0,0
1926,Jon,Madsen,182.88,240.0,182.88,1980-02-12,8,2,0,0
1925,Mark,Madsen,172.72,155.0,182.88,1984-09-23,12,1,0,0
1924,Yoshiro,Maeda,170.18,139.0,172.72,1981-10-31,35,16,5,0
1923,Leonardo,Mafra,177.8,155.0,177.8,1989-04-25,13,4,0,0
1922,Vinny,Magalhaes,190.5,205.0,190.5,1984-07-02,14,9,0,1.0
1920,Caio,Magalhaes,185.42,185.0,185.42,1987-12-14,10,3,0,0
1919,Bernardo,Magalhaes,175.26,155.0,175.26,1981-04-08,13,4,0,0
1916,Angela,Magana,154.94,115.0,165.1,1983-08-02,11,9,0,0
1915,Neil,Magny,190.5,170.0,203.2,1987-08-03,28,12,0,0
1914,Raimond,Magomedaliev,185.42,170.0,190.5,1990-06-10,10,1,0,0
1912,Rashid,Magomedov,175.26,155.0,177.8,1984-11-29,20,2,0,0
1911,Ruslan,Magomedov,190.5,242.0,198.12,1986-11-26,14,1,0,0
1910,Abus,Magomedov,187.96,185.0,198.12,1990-09-02,25,5,1,0
1909,Shara,Magomedov,187.96,185.0,187.96,1994-05-16,11,0,0,0
1908,Zabit,Magomedsharipov,185.42,145.0,185.42,1991-03-01,18,1,0,0
1907,John,Maguire,175.26,155.0,175.26,1983-05-19,24,9,0,0
1903,Bill,Mahood,190.5,200.0,190.5,1967-02-01,20,7,1,1.0
1902,Klayton,Mai,175.26,125.0,175.26,1986-11-30,8,3,0,0
1901,Demian,Maia,185.42,170.0,182.88,1977-11-06,28,11,0,0
1900,Jennifer,Maia,162.56,125.0,162.56,1988-10-06,21,9,1,0
1899,Nayara,Maia,165.1,125.0,167.64,1990-07-25,7,1,1,0
1897,Levan,Makashvili,172.72,145.0,172.72,1989-01-07,15,2,1,0
1896,John,Makdessi,172.72,155.0,172.72,1985-05-03,18,9,0,0
1895,Islam,Makhachev,177.8,155.0,177.8,1991-10-27,24,1,0,0
1894,Aliev,Makhmud,167.64,195.0,167.64,1970-02-13,0,1,0,0
1893,Zach,Makovsky,162.56,125.0,162.56,1983-04-19,20,8,0,0
1892,Azat,Maksum,170.18,125.0,177.8,1995-02-02,17,0,0,0
1890,Fabio,Maldonado,185.42,205.0,190.5,1980-03-17,23,11,0,0
1888,Bea,Malecki,175.26,135.0,187.96,1991-08-23,4,1,0,0
1887,Nazareno,Malegarie,172.72,155.0,172.72,1986-05-16,28,4,0,0
1885,Jacob,Malkoun,175.26,185.0,185.42,1995-08-26,7,3,0,0
1884,Mike,Malott,185.42,170.0,185.42,1991-11-07,10,1,1,0
1882,Troy,Mandaloniz,175.26,170.0,175.26,1980-02-01,3,2,0,0
1881,Nate,Maness,177.8,125.0,182.88,1991-06-27,14,3,0,0
1878,Melvin,Manhoef,175.26,185.0,175.26,1976-05-11,30,14,1,2.0
1877,Melchor,Manibusan,165.1,154.0,165.1,1976-12-27,2,4,0,0
1876,Jon,Manley,185.42,170.0,185.42,1986-07-07,9,4,0,0
1874,Marnic,Mann,152.4,115.0,162.56,1993-03-05,6,2,0,0
1873,Dylan,Mantello,185.42,155.0,185.42,1992-11-19,7,3,0,0
1872,Chris,Manuel,175.26,135.0,175.26,1987-07-21,9,7,2,0
1871,Jimi,Manuwa,185.42,205.0,200.66,1980-02-18,17,6,0,0
1870,Cristiano,Marcello,175.26,155.0,182.88,1977-12-03,13,6,0,0
1869,Daniel,Marcos,170.18,135.0,175.26,1993-03-07,15,0,0,0
1868,Jose,Maria,165.1,125.0,165.1,1982-01-04,37,7,0,2.0
1867,Marcos,Mariano,185.42,155.0,193.04,1986-10-12,6,6,0,0
1866,Enrique,Marin,177.8,170.0,177.8,1986-09-02,10,4,0,0
1865,Chepe,Mariscal,170.18,145.0,175.26,1992-10-27,15,6,1,0
1864,Ronny,Markes,185.42,185.0,190.5,1988-04-21,17,5,0,0
1863,Rory,Markham,182.88,170.0,180.34,1982-03-25,17,6,0,0
1862,Randa,Markos,162.56,115.0,160.02,1985-08-10,11,12,1,0
1861,Christina,Marks,170.18,125.0,175.26,1985-11-08,8,9,0,0
1860,Nate,Marquardt,182.88,185.0,187.96,1979-04-20,35,19,2,0
1859,Danilo,Marques,198.12,205.0,195.58,1985-12-26,11,4,0,0
1858,Julian,Marquez,187.96,185.0,182.88,1990-05-08,9,4,0,0
1857,Carmelo,Marrero,182.88,205.0,185.42,1981-01-26,16,6,0,1.0
1855,John,Marsh,182.88,265.0,182.88,1970-09-15,8,7,0,0
1853,Eliot,Marshall,187.96,205.0,195.58,1980-07-07,10,4,0,0
1852,Doug,Marshall,177.8,205.0,177.8,1975-09-09,18,8,0,0
1851,David,Marshall,187.96,170.0,187.96,1984-08-24,8,4,0,0
1850,Francis,Marshall,175.26,145.0,182.88,1999-03-03,7,2,0,0
1849,Jack,Marshman,182.88,185.0,185.42,1989-12-19,23,10,0,0
1848,Terry,Martin,172.72,185.0,180.34,1980-10-10,23,11,0,0
1843,Anthony,Rocco Martin,182.88,170.0,185.42,1989-12-11,17,6,0,0
1842,Mallory,Martin,162.56,115.0,160.02,1994-01-29,7,5,0,0
1841,Michal,Martinek,187.96,230.0,187.96,1990-04-19,7,1,0,0
1839,Danny,Martinez,167.64,125.0,170.18,1985-06-14,21,8,0,0
1838,Alonzo,Martinez,177.8,155.0,177.8,1984-04-22,42,20,1,0
1837,Henry,Martinez,170.18,155.0,175.26,1983-08-07,9,4,0,0
1836,Jonathan,Martinez,172.72,135.0,177.8,1994-04-20,18,4,0,0
1835,Poppies,Martinez,175.26,145.0,175.26,1983-08-19,29,11,0,0
1833,Mana,Martinez,177.8,135.0,177.8,1996-03-25,10,4,0,0
1832,Victor,Martinez,172.72,155.0,177.8,1991-07-17,13,5,0,0
1831,Roque,Martinez,177.8,250.0,182.88,1986-03-04,15,8,2,0
1830,Melissa,Martinez,157.48000000000002,115.0,167.64,1997-08-18,7,1,0,0
1829,Wagner,da Conceicao Martins,200.66,390.0,200.66,1978-05-19,9,8,0,1.0
1828,Adriano,Martins,177.8,155.0,182.88,1982-12-16,28,9,0,0
1827,Lucas,Martins,182.88,145.0,182.88,1988-11-11,19,3,0,0
1825,Bristol,Marunde,185.42,170.0,190.5,1982-04-20,16,10,0,0
1824,Shoji,Maruyama,170.18,139.0,170.18,1983-04-24,12,9,1,0
1823,Kazuma,Maruyama,180.34,155.0,182.88,1992-07-19,11,7,0,0
1822,Mike,Massenzio,187.96,185.0,185.42,1982-11-01,13,9,0,0
1821,Jameel,Massouh,177.8,145.0,182.88,1984-09-12,26,9,0,0
1820,Tiffany,Masters,160.02,115.0,165.1,1994-07-31,2,1,0,0
1819,Jorge,Masvidal,180.34,170.0,187.96,1984-11-12,35,17,0,0
1818,Al,Matavao,172.72,205.0,170.18,1994-02-23,8,3,0,0
1817,Tateki,Matsuda,170.18,125.0,170.18,1986-02-27,13,8,0,0
1816,Daijiro,Matsui,175.26,200.0,175.26,1972-12-05,13,29,7,0
1815,Koichiro,Matsumoto,170.18,145.0,170.18,1986-03-07,15,3,1,0
1814,Jean,Matsumoto,167.64,135.0,172.72,1999-09-09,14,0,0,0
1813,Koyomi,Matsushima,170.18,145.0,167.64,1992-10-08,13,6,0,0
1810,Jake,Matthews,180.34,170.0,185.42,1994-08-19,19,6,0,0
1809,Connor,Matthews,172.72,145.0,172.72,1992-05-31,5,1,0,0
1805,Vladimir,Matyushenko,182.88,205.0,187.96,1971-01-04,27,8,0,0
1804,Miranda,Maverick,160.02,125.0,165.1,1997-07-01,14,5,0,0
1803,Nick,Maximov,182.88,185.0,193.04,1997-12-23,8,2,0,0
1802,Elaina,Maxwell,172.72,145.0,172.72,1978-12-16,7,4,0,0
1801,Jeremy,May,185.42,185.0,185.42,1986-10-23,13,10,0,1.0
1800,Jack,May,203.2,255.0,203.2,1981-04-14,9,3,0,0
1799,Don'Tale,Mayes,198.12,260.0,205.74,1992-01-16,10,5,0,1.0
1798,Gray,Maynard,175.26,155.0,177.8,1979-05-09,13,7,1,1.0
1796,Gina,Mazany,167.64,125.0,172.72,1988-08-19,7,6,0,0
1795,Sabina,Mazo,170.18,125.0,177.8,1997-03-25,9,4,0,0
1794,Scott,McAfee,172.72,155.0,172.72,1983-08-23,14,7,0,0
1792,Michael,McBride,185.42,155.0,185.42,1986-03-09,8,3,0,0
1791,Ian,McCall,165.1,125.0,162.56,1984-05-07,13,5,1,0
1790,Molly,McCann,162.56,125.0,157.48,1990-05-04,13,6,0,0
1789,Charles,McCarthy,177.8,185.0,180.34,1980-08-06,10,5,0,0
1788,Sean,McCorkle,200.66,265.0,205.74,1976-07-17,17,7,0,0
1787,Kris,McCray,182.88,170.0,193.04,1981-09-24,8,5,0,0
1786,Tamdan,McCrory,193.04,185.0,193.04,1986-11-05,14,5,0,0
1785,Rob,McCullough,175.26,155.0,175.26,1977-05-26,19,8,0,0
1784,Justin,McCully,185.42,225.0,185.42,1976-02-18,11,5,2,0
1783,Robert,McDaniel,190.5,185.0,190.5,1983-05-03,28,10,0,0
1782,Michael,McDonald,180.34,205.0,180.34,1965-02-06,1,1,0,0
1780,Michael,McDonald,175.26,135.0,177.8,1991-01-15,17,4,0,0
1778,Miles,McDonald,170.18,115.0,170.18,1991-08-13,2,1,0,0
1777,Justin,McElfresh,198.12,205.0,198.12,1980-01-04,6,4,0,0
1776,Drew,McFedries,182.88,185.0,182.88,1978-07-27,12,7,0,0
1775,Liam,McGeary,198.12,205.0,198.12,1982-10-04,12,2,0,0
1774,Gan,McGee,208.28,265.0,208.28,1976-11-20,13,5,0,0
1773,Court,McGee,180.34,170.0,190.5,1984-12-12,22,12,0,0
1772,Marcus,McGhee,172.72,135.0,175.26,1990-05-07,8,1,0,0
1771,Ryan,McGillivray,180.34,170.0,180.34,1986-09-27,12,0,1,0
1770,Ryan,McGivern,182.88,185.0,182.88,1980-01-17,13,7,0,0
1768,Conor,McGregor,175.26,155.0,187.96,1988-07-14,22,6,0,0
1767,Greg,McIntyre,177.8,155.0,177.8,1980-04-21,6,4,0,0
1766,Antonio,McKee,172.72,155.0,172.72,1970-03-12,29,6,2,0
1764,Rhys,McKee,187.96,170.0,198.12,1995-09-10,10,5,1,0
1763,Cory,McKenna,160.02,115.0,147.32,1999-07-11,8,2,0,0
1762,Tim,McKenzie,182.88,185.0,187.96,1982-07-21,14,9,0,0
1761,Cody,McKenzie,182.88,155.0,182.88,1987-12-16,16,10,0,0
1760,Terrance,McKinney,177.8,155.0,185.42,1994-09-15,14,5,0,0
1759,Brian,McLaughlin,175.26,155.0,175.26,1984-05-12,6,2,0,0
1757,Garreth,McLellan,185.42,185.0,182.88,1982-09-01,13,6,0,0
1756,Sara,McMann,167.64,135.0,167.64,1980-09-24,13,6,0,0
1755,James,McSweeney,193.04,230.0,195.58,1980-10-24,15,15,0,0
1752,Tim,Means,187.96,170.0,190.5,1984-02-20,33,15,1,1.0
1751,Yancy,Medeiros,177.8,155.0,190.5,1987-09-07,15,8,0,1.0
1750,Anistavio,Medeiros,167.64,145.0,167.64,1988-05-01,19,10,0,0
1747,Uros,Medic,185.42,170.0,180.34,1993-04-25,9,1,0,0
1744,Jose,Medina,182.88,205.0,187.96,1991-05-17,11,2,0,0
1743,Emil,Meek,180.34,170.0,187.96,1988-08-20,9,5,1,1.0
1742,Sanford,Alton Meeks,195.58,265.0,190.5,1994-04-05,1,1,0,0
1741,Gerald,Meerschaert,185.42,185.0,195.58,1987-12-18,35,17,0,0
1739,Derrick,Mehmen,193.04,205.0,193.04,1985-05-30,19,9,0,0
1737,Jordan,Mein,182.88,170.0,185.42,1989-10-10,31,12,0,0
1735,Brian,Melancon,172.72,170.0,172.72,1982-05-28,7,3,0,0
1734,Brandon,Melendez,180.34,155.0,180.34,1983-03-24,25,25,0,0
1733,Gilbert,Melendez,175.26,145.0,185.42,1982-04-12,22,8,0,0
1732,Nair,Melikyan,167.64,155.0,167.64,1997-08-08,11,0,0,0
1729,Vanessa,Melo,165.1,135.0,165.1,1988-03-27,11,8,0,0
1728,Antonio,Mendes,190.5,205.0,195.58,1981-04-19,18,13,0,0
1727,Chad,Mendes,167.64,145.0,167.64,1985-05-01,18,5,0,0
1726,Augusto,Mendes,167.64,135.0,165.1,1983-03-03,6,2,0,0
1725,Eddie,Mendez,177.8,185.0,177.8,1984-01-16,8,3,1,1.0
1724,Mateus,Mendonca,167.64,125.0,180.34,1999-01-17,10,1,0,0
1722,Pietro,Menga,170.18,125.0,172.72,1988-02-15,13,0,0,0
1721,Alonzo,Menifield,182.88,205.0,193.04,1987-10-18,14,3,1,0
1720,Ivan,Menjivar,167.64,145.0,162.56,1982-05-30,25,12,0,0
1719,Dave,Menne,177.8,170.0,177.8,1974-07-29,45,17,2,0
1718,Steve,Mensing,180.34,185.0,180.34,1977-12-06,9,13,2,1.0
1717,Buck,Meredith,187.96,185.0,187.96,1982-05-17,3,3,0,0
1714,Joe,Merritt,182.88,170.0,182.88,1984-03-07,7,2,0,0
1712,Jonathan,Meunier,190.5,170.0,190.5,1987-08-04,8,1,0,0
1711,Yaotzin,Meza,175.26,145.0,180.34,1981-02-04,21,11,0,1.0
1710,Guy,Mezger,185.42,200.0,185.42,1968-01-01,30,14,2,0
1708,Andreas,Michailidis,182.88,170.0,193.04,1988-07-18,13,6,0,0
1707,David,Michaud,175.26,155.0,175.26,1988-11-10,11,3,0,0
1706,Chris,Mickle,175.26,145.0,175.26,1983-07-10,30,21,2,1.0
1705,Zachary,Micklewright,182.88,155.0,187.96,1976-08-21,15,3,0,0
1704,Kristof,Midoux,185.42,220.0,185.42,1974-07-30,6,10,0,0
1702,Chris,Mierzwiak,185.42,185.0,185.42,1988-02-14,5,3,0,0
1700,Bojan,Mihajlovic,180.34,205.0,185.42,1980-03-30,10,6,0,0
1699,Billy,Miles,177.8,170.0,177.8,1978-04-28,2,2,0,0
1698,Pat,Miletich,177.8,170.0,177.8,1968-03-09,29,7,2,0
1697,Curtis,Millender,187.96,170.0,193.04,1987-12-01,17,5,0,0
1696,Phillip,Miller,180.34,185.0,180.34,1979-02-20,16,0,0,0
1695,Jason,Miller,185.42,185.0,185.42,1980-12-24,23,10,0,1.0
1694,Dan,Miller,185.42,185.0,187.96,1981-06-30,14,8,0,1.0
1693,Jim,Miller,172.72,155.0,180.34,1983-08-30,36,17,0,1.0
1692,Cole,Miller,185.42,145.0,185.42,1984-04-26,21,11,0,1.0
1691,Henry,Miller,170.18,270.0,170.18,1969-07-16,6,16,0,1.0
1690,Micah,Miller,182.88,145.0,182.88,1987-02-14,20,8,0,1.0
1688,Mo,Miller,172.72,135.0,182.88,1992-08-10,6,0,0,0
1687,Juliana,Miller,170.18,125.0,167.64,1996-05-07,4,3,0,0
1685,Che,Mills,185.42,170.0,193.04,1982-09-29,16,10,0,3.0
1684,Adam,Milstead,190.5,205.0,193.04,1987-07-03,8,4,0,0
1683,Alberto,Mina,182.88,170.0,195.58,1982-05-02,13,1,0,0
1682,Vitaly,Minakov,187.96,249.0,187.96,1985-02-06,20,0,0,0
1681,Darrick,Minner,170.18,145.0,175.26,1990-04-28,26,14,0,0
1679,Ikuhisa,Minowa,175.26,181.0,175.26,1976-01-12,60,42,8,0
1678,Carlton,Minus,177.8,170.0,190.5,1993-04-26,10,3,0,1.0
1677,Stipe,Miocic,193.04,240.0,203.2,1982-08-19,20,4,0,0
1676,Frank,Mir,190.5,264.0,200.66,1979-05-24,18,11,0,0
1674,Mario,Miranda,190.5,185.0,187.96,1979-07-12,14,7,0,0
1673,Vitor,Miranda,185.42,185.0,195.58,1979-03-10,12,5,0,0
1672,Gabriel,Miranda,180.34,145.0,180.34,1990-03-25,17,6,0,0
1671,Damir,Mirenic,182.88,185.0,182.88,1974-08-02,9,4,0,0
1670,Kazuo,Misaki,172.72,183.0,172.72,1976-04-25,25,11,2,1.0
1669,Toby,Misech,172.72,145.0,172.72,1988-03-07,9,5,0,0
1668,Dokonjonosuke,Mishima,170.18,155.0,170.18,1972-04-19,21,7,2,0
1666,David,Mitchell,182.88,170.0,190.5,1979-10-24,22,7,0,0
1665,Danny,Mitchell,187.96,170.0,187.96,1986-08-08,19,9,1,0
1664,Brad,Mitchell,180.34,145.0,180.34,1974-10-10,4,2,0,1.0
1662,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0
1661,Maurice,Mitchell,175.26,145.0,175.26,1987-06-29,11,2,0,0
1660,Terrence,Mitchell,177.8,135.0,187.96,1989-12-30,14,4,0,0
1659,Roman,Mitichyan,177.8,170.0,177.8,1978-09-04,8,3,0,0
1658,Matt,Mitrione,190.5,265.0,208.28,1978-07-15,12,5,0,0
1657,Eiji,Mitsuoka,170.18,145.0,170.18,1976-01-01,18,9,2,0
1656,Hiromitsu,Miura,175.26,170.0,180.34,1981-09-22,12,7,0,0
1655,Jonathan,Mix,182.88,168.0,182.88,1980-11-09,7,4,0,0
1651,Takeya,Mizugaki,170.18,135.0,175.26,1983-12-16,21,11,2,0
1649,Tatsuya,Mizuno,185.42,205.0,185.42,1981-06-02,16,12,1,0
1648,Roxanne,Modafferi,170.18,125.0,175.26,1982-09-24,25,21,0,0
1647,Bobby,Moffett,177.8,145.0,185.42,1990-06-01,13,5,0,1.0
1645,Nate,Mohr,175.26,155.0,182.88,1983-03-03,9,7,0,0
1644,Renato,Moicano,180.34,155.0,182.88,1989-05-21,17,5,1,0
1643,Thiago,Moises,175.26,155.0,177.8,1995-03-23,17,7,0,0
1642,Muhammad,Mokaev,170.18,125.0,177.8,2000-07-30,10,0,0,1.0
1641,Ashkan,Mokhtarian,167.64,125.0,170.18,1985-09-15,13,3,0,0
1640,Suman,Mokhtarian,172.72,145.0,182.88,1992-06-13,8,5,0,0
1639,Dan,Molina,177.8,216.0,177.8,1984-06-14,13,9,0,0
1638,Jeff,Molina,167.64,125.0,175.26,1997-07-17,11,2,0,0
1636,Hidetaka,Monma,182.88,168.0,182.88,1973-10-23,18,11,4,0
1635,Jeff,Monson,175.26,247.0,187.96,1971-01-18,60,26,1,0
1634,Darrell,Montague,167.64,125.0,170.18,1987-11-03,13,5,0,0
1632,Augusto,Montano,185.42,170.0,185.42,1984-10-25,15,3,0,0
1631,Erick,Montano,182.88,170.0,185.42,1985-11-19,7,5,0,0
1630,Nicco,Montano,165.1,135.0,165.1,1988-12-16,5,3,0,0
1629,Alberto,Montes,170.18,135.0,170.18,1994-05-31,4,0,0,0
1628,Steve,Montgomery,193.04,185.0,193.04,1990-12-19,9,5,0,0
1627,James,Moontasri,177.8,170.0,180.34,1988-04-10,9,5,0,0
1626,Homer,Moore,177.8,205.0,177.8,1971-11-27,26,9,2,0
1625,Todd,Moore,175.26,170.0,180.34,1983-12-30,16,7,0,0
1622,Taylor,Moore,177.8,135.0,177.8,1993-10-16,10,5,0,0
1621,Sergio,Moraes,182.88,170.0,182.88,1982-07-23,14,6,1,0
1620,Marlon,Moraes,167.64,135.0,170.18,1988-04-26,23,10,1,0
1619,Sheymon,Moraes,172.72,145.0,182.88,1990-10-11,11,4,0,0
1618,John,Moraga,167.64,125.0,167.64,1984-03-20,19,7,0,0
1617,Ricardo,Morais,203.2,270.0,203.2,1967-02-26,10,4,1,0
1616,Leonardo,Morales,172.72,135.0,172.72,1992-12-22,6,2,0,0
1615,Albert,Morales,175.26,135.0,182.88,1991-05-25,7,4,1,0
1614,Joseph,Morales,167.64,125.0,175.26,1994-08-22,9,2,0,0
1613,Vince,Morales,175.26,135.0,177.8,1990-11-12,11,7,0,0
1612,Omar,Morales,180.34,155.0,185.42,1985-10-17,11,4,0,0
1611,Michael,Morales,182.88,170.0,200.66,1999-06-24,15,0,0,0
1610,Sarah,Moras,170.18,135.0,170.18,1988-04-30,6,8,0,0
1609,Christian,Morecraft,198.12,260.0,205.74,1986-09-08,8,3,0,0
1607,Richardson,Moreira,187.96,185.0,187.96,1984-03-31,7,4,0,0
1606,Gisele,Moreira,167.64,135.0,167.64,1981-01-14,8,3,0,0
1605,Vinicius,Moreira,193.04,205.0,193.04,1989-02-28,9,5,0,0
1604,Jesse,Moreng,170.18,145.0,170.18,1979-11-09,9,1,0,0
1603,Brandon,Moreno,170.18,125.0,177.8,1993-12-07,21,7,2,0
1601,Dan,Moret,182.88,155.0,185.42,1986-11-21,13,6,0,0
1600,Sammy,Morgan,177.8,170.0,177.8,1981-09-28,18,12,0,0
1599,Peggy,Morgan,185.42,135.0,185.42,1979-12-16,4,4,0,0
1598,Alexander,Morgan,177.8,145.0,180.34,1991-05-14,11,5,0,0
1597,Alex,Morono,180.34,170.0,182.88,1990-08-16,23,8,0,1.0
1596,Maryna,Moroz,170.18,125.0,170.18,1991-09-08,11,5,0,0
1595,Sergey,Morozov,167.64,135.0,170.18,1989-06-14,19,5,0,0
1594,Brad,Morris,187.96,205.0,187.96,1979-11-01,10,6,0,0
1592,Anthony,Morrison,170.18,145.0,170.18,1984-03-29,20,12,0,1.0
1589,Carlos,Mota,162.56,125.0,175.26,1995-04-15,8,2,0,0
1587,Nikolas,Motta,175.26,155.0,177.8,1993-02-08,13,5,0,0
1585,Eduarda,Moura,167.64,115.0,170.18,1994-02-28,9,0,0,0
1584,Gegard,Mousasi,187.96,185.0,193.04,1985-08-01,42,6,2,0
1583,Kris,Moutinho,170.18,135.0,172.72,1992-08-09,9,6,0,0
1581,Jamie,Moyle,154.94,115.0,165.1,1989-03-17,4,3,0,0
1580,Askar,Mozharov,190.5,205.0,187.96,1994-10-26,19,13,0,0
1579,Garrett,Mueller,175.26,135.0,175.26,1989-01-29,3,3,0,0
1578,Lauren,Mueller,165.1,125.0,170.18,1991-11-15,5,3,0,0
1577,Belal,Muhammad,180.34,170.0,182.88,1988-07-09,23,3,0,1.0
