fighter_id,fighter_f_name,fighter_l_name,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq
3091,Aleksander,Emelianenko,198.12,255.0,198.12,1981-08-02,23,7,0,0
3090,Fedor,Emelianenko,182.88,230.0,187.96,1976-09-28,36,5,0,1.0
3089,Rob,Emerson,175.26,155.0,177.8,1981-07-30,18,12,0,1.0
3088,Jamall,Emmers,177.8,145.0,187.96,1989-07-24,19,7,0,0
3087,Josh,Emmett,167.64,145.0,177.8,1985-03-04,18,4,0,0
3086,Marius,Enache,180.34,155.0,180.34,1975-10-16,3,3,0,0
3084,Kolton,Englund,177.8,155.0,175.26,1993-07-09,9,4,0,0
3083,Oliver,Enkamp,182.88,170.0,195.58,1991-08-10,7,2,0,0
3082,Alex,Enlund,177.8,145.0,177.8,1987-05-27,14,2,0,1.0
3080,Ian,Entwistle,165.1,135.0,165.1,1986-11-19,9,3,0,0
3079,Andy,Enz,190.5,185.0,198.12,1991-08-15,10,4,0,0
3076,Steve,Erceg,172.72,125.0,172.72,1995-07-27,10,1,0,0
3074,Konstantin,Erokhin,180.34,230.0,180.34,1983-01-31,9,3,0,0
3073,Julian,Erosa,185.42,145.0,187.96,1989-07-31,28,12,0,0
3072,Jarno,Errens,180.34,145.0,185.42,1994-11-17,13,5,1,0
3068,Eric,Esch,180.34,350.0,180.34,1968-08-03,15,10,1,0
3066,Cole,Escovedo,170.18,135.0,182.88,1981-08-30,17,9,0,0
3065,Efrain,Escudero,175.26,155.0,180.34,1986-01-15,28,12,0,0
3063,Carla,Esparza,154.94,115.0,160.02,1987-10-10,20,7,0,0
3062,Juan,Espino,190.5,255.0,203.2,1980-10-09,11,2,0,0
3061,Jordan,Espinosa,167.64,125.0,175.26,1989-11-08,15,9,0,1.0
3060,Jodie,Esquibel,154.94,115.0,162.56,1986-05-07,6,6,0,0
3059,Rafael,Estevam,172.72,125.0,175.26,1996-08-10,11,0,0,0
3058,Achilles,Estremadura,177.8,155.0,172.72,1992-03-11,7,1,0,0
3057,Shaun,Etchell,170.18,125.0,172.72,1993-08-05,7,3,0,0
3056,Terry,Etim,185.42,155.0,185.42,1986-01-11,16,5,0,0
3053,Sijara,Eubanks,162.56,125.0,170.18,1985-04-27,8,7,0,0
3052,Billy,Evangelista,172.72,155.0,172.72,1980-10-07,13,3,0,1.0
3051,Rashad,Evans,182.88,205.0,190.5,1979-09-25,19,8,1,0
3050,Doug,Evans,175.26,155.0,175.26,1980-10-10,13,10,0,0
3049,Ashlee,Evans-Smith,172.72,135.0,170.18,1987-07-09,6,6,0,0
3048,Dan,Evensen,190.5,250.0,190.5,1974-06-01,11,4,0,0
3047,Tonya,Evinger,170.18,135.0,177.8,1981-06-04,19,8,0,1.0
3046,Movsar,Evloev,170.18,145.0,182.88,1994-02-11,17,0,0,0
3045,Andre,Ewell,172.72,145.0,190.5,1988-01-21,17,9,0,0
3043,Jessica,Eye,167.64,125.0,167.64,1986-07-27,15,11,0,1.0
3041,Urijah,Faber,167.64,135.0,170.18,1979-05-14,35,11,0,0
3040,Melinda,Fabian,167.64,125.0,167.64,1987-06-25,4,4,2,0
3039,Wagnney,Fabiano,167.64,145.0,175.26,1975-07-14,16,4,0,0
3038,Bartosz,Fabinski,182.88,170.0,190.5,1986-04-26,15,5,0,0
3037,Ron,Faircloth,175.26,205.0,175.26,1979-08-16,33,20,0,1.0
3035,Zarah,Fairn,172.72,135.0,182.88,1983-12-10,6,6,0,0
3034,Rinat,Fakhretdinov,182.88,170.0,187.96,1991-09-28,21,1,0,0
3033,Maiquel,Falcao,180.34,185.0,180.34,1981-03-08,37,10,0,1.0
3032,Pedro,Falcao,167.64,135.0,167.64,1992-07-30,15,3,0,0
3031,Brodie,Farber,185.42,170.0,185.42,1980-07-05,16,7,0,0
3029,Kalindra,Faria,170.18,125.0,170.18,1986-07-23,18,8,1,0
3027,Chance,Farrar,175.26,145.0,175.26,1975-09-11,8,3,0,1.0
3026,Rico,Farrington,193.04,170.0,200.66,1989-06-19,7,3,0,0
3025,Kelly,Faszholz,172.72,135.0,172.72,1985-04-09,4,2,0,0
3023,Paul,Felder,180.34,155.0,177.8,1984-04-25,17,6,0,0
3022,Carlos,Felipe,182.88,245.0,190.5,1995-01-12,11,2,0,0
3019,Kevin,Ferguson,187.96,235.0,195.58,1974-02-08,5,2,0,1.0
3017,Tony,Ferguson,180.34,155.0,193.04,1984-02-12,26,9,0,0
3016,Josh,Ferguson,165.1,125.0,165.1,1988-05-13,10,5,0,0
3015,CJ,Fernandes,187.96,170.0,187.96,1977-11-13,14,8,3,0
3014,Bibiano,Fernandes,170.18,139.0,170.18,1980-03-30,20,3,0,0
3013,Gabriella,Fernandes,167.64,125.0,167.64,1993-08-13,8,3,0,0
3010,Lucas,Fernando,190.5,185.0,203.2,1997-01-10,9,2,0,0
3009,Alexandre,Ferreira,170.18,205.0,170.18,1979-04-25,18,6,0,0
3008,Cezar,Ferreira,185.42,185.0,198.12,1985-02-15,13,8,0,0
3007,Diego,Ferreira,175.26,155.0,187.96,1985-01-18,18,5,0,0
3006,Erisson,Ferreira,167.64,125.0,177.8,1991-05-03,12,2,0,0
3005,Brunno,Ferreira,177.8,185.0,182.88,1992-11-04,10,1,0,0
3004,Scott,Ferrozzo,180.34,323.0,180.34,1965-04-26,4,2,0,0
3003,Timo,Feucht,190.5,205.0,200.66,1996-01-18,8,1,0,0
3002,Andre,Fialho,182.88,170.0,187.96,1994-04-07,16,8,0,1.0
3001,Drew,Fickett,177.8,155.0,177.8,1979-12-14,42,21,0,0
2999,Ron,Fields,187.96,200.0,187.96,1974-11-18,28,32,1,0
2998,Michal,Figlak,177.8,155.0,177.8,1996-08-15,8,1,0,0
2997,Deiveson,Figueiredo,165.1,125.0,172.72,1987-12-18,21,3,1,0
2996,Francisco,Figueiredo,167.64,125.0,172.72,1989-10-23,13,5,1,1.0
2994,Edwin,Figueroa,170.18,135.0,175.26,1984-07-31,9,5,0,0
2993,Paulo,Filho,172.72,185.0,172.72,1978-05-24,23,6,3,0
2992,Jafel,Filho,170.18,125.0,172.72,1993-05-05,15,3,0,0
2991,Andre,Fili,180.34,145.0,187.96,1990-06-25,22,10,0,1.0
2990,Mirko,Filipovic,187.96,230.0,185.42,1974-09-10,35,11,2,1.0
2988,Jesse,Finney,182.88,170.0,182.88,1974-07-11,5,1,0,0
2985,Luigi,Fioravanti,172.72,170.0,177.8,1981-01-22,26,15,0,0
2984,Nick,Fiore,177.8,155.0,182.88,1997-12-10,6,2,0,0
2983,Manon,Fiorot,170.18,125.0,165.1,1990-02-17,11,1,0,0
2982,Luiz,Firmino,167.64,154.0,167.64,1982-03-18,19,8,0,0
2981,Spencer,Fisher,170.18,155.0,172.72,1976-05-09,24,9,0,0
2980,Chris,Fishgold,172.72,145.0,172.72,1992-06-06,18,4,1,0
2978,Jon,Fitch,182.88,170.0,187.96,1978-02-24,30,7,1,1.0
2976,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0
2975,Colin,Fletcher,187.96,155.0,187.96,1983-01-08,14,8,0,0
2974,AJ,Fletcher,177.8,170.0,170.18,1997-02-18,10,3,0,0
2973,Jimmy,Flick,170.18,125.0,172.72,1990-09-07,16,7,0,0
2972,Luke,Flores,182.88,155.0,185.42,1988-03-17,9,2,0,0
2971,Ty,Flores,190.5,205.0,185.42,1993-12-22,7,3,0,0
2970,Alejandro,Flores,177.8,145.0,185.42,1991-08-06,17,3,0,0
2969,Kenny,Florian,177.8,145.0,187.96,1976-05-26,14,6,0,0
2968,Darrius,Flowers,175.26,170.0,180.34,1994-08-25,12,6,1,0
2965,Caros,Fodor,175.26,155.0,187.96,1984-01-07,11,6,0,0
2961,Rob,Font,172.72,135.0,180.34,1987-06-25,20,7,0,0
2959,Jesse,Forbes,187.96,185.0,190.5,1984-10-24,15,5,0,0
2958,Sterling,Ford,177.8,155.0,177.8,1986-03-12,15,7,0,0
2957,Codale,Ford,175.26,170.0,175.26,1979-05-13,11,9,0,0
2956,Raheam,Forest,180.34,170.0,185.42,1997-07-11,7,2,0,0
2955,Jussier,Formiga,165.1,125.0,170.18,1985-04-14,23,8,0,0
2954,Renee,Forte,170.18,155.0,180.34,1987-03-27,8,4,0,0
2953,Brianna,Fortino,152.4,115.0,157.48,1993-08-04,9,3,0,0
2952,Marcel,Fortuna,185.42,205.0,187.96,1985-10-22,9,3,0,0
2951,Brian,Foster,175.26,170.0,180.34,1984-04-03,27,10,0,0
2950,Xavier,Foupa-Pokam,185.42,185.0,185.42,1982-07-03,32,22,0,0
2948,Brandon,Foxworth,180.34,145.0,180.34,1979-04-28,18,4,0,0
2947,Hermes,Franca,167.64,155.0,180.34,1974-08-26,24,17,0,1.0
2946,Glaico,Franca Moreira,182.88,155.0,195.58,1991-02-28,15,5,0,0
2945,Francisco,France,182.88,205.0,182.88,1983-01-21,13,5,1,0
2944,John,Franchi,167.64,145.0,170.18,1982-07-16,6,2,0,0
2943,Rich,Franklin,185.42,185.0,193.04,1974-10-05,29,7,0,1.0
2941,Stephanie,Frausto,157.48000000000002,115.0,154.94,1990-09-20,8,7,0,0
2938,Justin,Frazier,182.88,265.0,190.5,1989-06-15,10,3,0,0
2937,Ian,Freeman,180.34,225.0,180.34,1966-11-10,20,7,1,0
2936,Jason,Freeman,187.96,225.0,187.96,1976-09-02,6,4,0,1.0
2935,Willamy,Freire,172.72,155.0,172.72,1987-07-28,26,6,0,0
2934,Patricio,Freire,165.1,145.0,165.1,1987-07-07,26,4,0,0
2933,Patricky,Freire,170.18,155.0,180.34,1986-06-01,17,8,0,0
2930,Donavon,Frelow,170.18,135.0,170.18,1985-01-20,6,3,0,0
2929,Josh,Fremd,193.04,185.0,193.04,1994-01-15,11,5,0,0
2928,Clay,French,170.18,161.0,170.18,1980-10-07,19,7,0,0
2927,Mike,French,177.8,145.0,177.8,1975-05-29,9,10,0,0
2926,Matt,Frevola,175.26,155.0,180.34,1990-06-11,11,3,1,0
2925,Jinh,Yu Frey,160.02,115.0,165.1,1985-05-20,11,9,0,0
2924,Artem,Frolov,177.8,185.0,177.8,1991-09-07,11,0,0,0
2923,Sarah,Frota,167.64,125.0,175.26,1987-04-14,9,2,0,0
2922,Don,Frye,185.42,219.0,185.42,1965-11-23,20,9,1,1.0
2921,Tony,Fryklund,182.88,185.0,182.88,1971-03-26,14,9,1,0
2920,Adam,Fugitt,185.42,170.0,195.58,1989-01-12,9,4,0,0
2919,Jesse,Fujarczyk,193.04,225.0,193.04,1983-01-28,2,2,0,0
2918,Katsuhisa,Fujii,182.88,205.0,182.88,1972-08-15,9,18,1,0
2917,Megumi,Fujii,160.02,113.0,160.02,1974-04-26,26,3,0,0
2916,Kazuyuki,Fujita,182.88,235.0,182.88,1970-10-16,15,12,0,0
2914,Riki,Fukuda,182.88,185.0,185.42,1981-01-06,24,9,0,1.0
2913,Masio,Fullen,177.8,145.0,177.8,1986-10-06,11,7,0,0
2912,Travis,Fulton,182.88,240.0,182.88,1977-05-29,253,53,1,1.0
2910,Masakatsu,Funaki,182.88,185.0,182.88,1969-03-13,39,13,2,0
2909,Ricardo,Funch,177.8,170.0,187.96,1980-08-14,9,6,0,0
2908,Katsuaki,Furuki,182.88,168.0,182.88,1980-11-10,1,1,0,0
2906,Gustavo,Gabriel,167.64,125.0,167.64,1994-04-01,13,1,0,0
2905,Claudia,Gadelha,162.56,115.0,160.02,1988-12-07,18,5,0,0
2904,Alavutdin,Gadjiev,187.96,185.0,187.96,1982-06-23,18,13,1,0
2903,Magomed,Gadzhiyasulov,187.96,205.0,190.5,1993-11-04,7,0,0,0
2902,Justin,Gaethje,180.34,155.0,177.8,1988-11-14,25,4,0,0
2901,Sheila,Gaff,165.1,135.0,165.1,1989-12-29,9,7,0,0
2900,Muin,Gafurov,170.18,135.0,172.72,1996-05-17,18,5,0,0
2899,Mitch,Gagnon,165.1,135.0,165.1,1984-10-10,12,5,0,0
2897,Travis,Galbraith,182.88,170.0,182.88,1981-05-18,18,7,0,0
2896,Dave,Galera,180.34,135.0,180.34,1978-01-12,5,1,0,0
2895,Zelg,Galesic,187.96,185.0,187.96,1979-02-16,11,9,0,0
2894,Mickey,Gall,187.96,170.0,187.96,1992-01-22,7,5,0,0
2892,Tom,Gallicchio,177.8,170.0,177.8,1986-09-23,19,10,0,0
2889,Andre,Galvao,170.18,168.0,170.18,1982-09-29,5,2,0,0
2888,Marcos,Galvao,170.18,135.0,170.18,1981-06-23,18,8,1,0
2886,Joey,Gambino,170.18,145.0,170.18,1988-10-26,9,2,0,0
2885,Manvel,Gamburyan,165.1,135.0,170.18,1981-05-08,15,10,0,1.0
2884,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
2883,Shamil,Gamzatov,187.96,205.0,193.04,1990-08-09,14,1,0,0
2882,Ariel,Gandulla,180.34,205.0,180.34,1968-05-07,7,9,0,1.0
2881,Ciryl,Gane,193.04,245.0,205.74,1990-04-12,12,2,0,0
2878,Eduardo,Garagorri,175.26,145.0,177.8,1989-05-28,13,2,0,0
2877,Cody,Garbrandt,172.72,135.0,165.1,1991-07-07,13,5,0,0
2876,Leonard,Garcia,177.8,145.0,172.72,1979-07-14,18,13,1,0
2875,Edgar,Garcia,177.8,170.0,180.34,1984-02-22,14,5,0,0
2873,Alex,Garcia,175.26,170.0,182.88,1987-07-14,15,6,0,0
2871,Steve,Garcia,182.88,145.0,190.5,1992-05-22,14,5,0,0
2870,Elias,Garcia,165.1,125.0,170.18,1992-09-13,6,2,0,0
2869,Rafa,Garcia,170.18,155.0,177.8,1994-08-05,16,3,0,0
2868,Fernie,Garcia,170.18,135.0,170.18,1992-04-12,10,4,0,0
2867,Rulon,Gardner,190.5,265.0,190.5,1971-08-16,1,0,0,0
2866,David,Gardner,180.34,155.0,180.34,1977-05-17,18,21,0,0
2865,Ian,Garry,190.5,170.0,187.96,1997-11-17,13,0,0,0
2864,Pablo,Garza,185.42,145.0,185.42,1983-09-16,12,4,0,0
2863,Azamat,Gashimov,167.64,125.0,167.64,1990-04-07,8,3,0,0
2862,Brian,Gassaway,185.42,170.0,185.42,1972-08-07,29,20,2,1.0
2861,Kelvin,Gastelum,175.26,170.0,180.34,1991-10-24,18,8,0,1.0
2860,Willie,Gates,172.72,125.0,182.88,1987-01-21,12,7,0,0
2859,Melissa,Gatto,165.1,125.0,175.26,1996-05-02,8,2,2,0
2858,Louis,Gaudinot,160.02,125.0,160.02,1984-08-28,8,4,0,1.0
2857,Manuel,Gaxhja,172.72,155.0,172.72,1997-07-23,7,0,0,0
2856,Shamil,Gaziev,193.04,265.0,198.12,1990-02-10,11,0,0,0
2854,Chad,George,167.64,135.0,172.72,1982-04-30,16,8,0,0
2853,Paul,Georgieff,187.96,170.0,187.96,1982-09-22,6,2,0,0
2852,Brian,Geraghty,170.18,155.0,170.18,1980-11-04,26,18,1,0
2850,Karine,Gevorgyan,162.56,125.0,160.02,1989-03-09,3,3,0,0
2849,Yanis,Ghemmouri,175.26,145.0,175.26,1995-01-24,12,2,0,0
2847,Tiki,Ghosn,177.8,170.0,177.8,1977-02-09,10,7,1,0
2846,Christos,Giagos,177.8,155.0,180.34,1990-01-23,20,11,0,0
2845,Joe,Giannetti,182.88,155.0,187.96,1995-07-05,6,1,0,0
2843,James,Giboo,180.34,170.0,180.34,1978-01-06,13,5,0,0
2842,Lance,Gibson,175.26,185.0,175.26,1970-11-20,4,5,0,0
2840,Cody,Gibson,177.8,135.0,180.34,1987-09-11,20,9,0,0
2839,Chase,Gibson,177.8,155.0,182.88,1990-02-07,9,5,0,0
2837,Thomas,Gifford,185.42,155.0,190.5,1992-07-26,14,9,0,2.0
2836,Joseph,Gigliotti,180.34,185.0,180.34,1993-08-13,7,2,0,0
2835,Joey,Gilbert,180.34,155.0,180.34,1976-06-05,2,3,0,0
2834,Trevin,Giles,182.88,170.0,187.96,1992-08-06,16,5,0,0
2833,Kultar,Gill,182.88,154.0,182.88,1979-03-24,12,8,0,0
2831,Gregor,Gillespie,170.18,155.0,180.34,1986-11-13,14,1,0,0
2829,Micheal,Gillmore,180.34,170.0,182.88,1987-03-28,6,5,0,0
2827,Alex,Gilpin,170.18,145.0,170.18,1992-03-26,11,1,0,0
2825,Eperaim,Ginting,162.56,135.0,162.56,1995-11-30,6,1,0,0
2823,Billy,Giovanella,172.72,125.0,172.72,1985-08-20,9,5,0,0
2821,Israel,Giron,172.72,155.0,172.72,1974-01-16,19,5,0,0
2820,Brandon,Girtz,170.18,155.0,170.18,1985-03-06,14,7,0,0
2817,Ricky,Glenn,182.88,155.0,177.8,1989-04-12,22,7,2,0
2816,Mark,Godbeer,193.04,240.0,195.58,1983-11-22,13,4,0,0
2815,Clint,Godfrey,167.64,135.0,167.64,1982-10-21,13,3,0,0
2814,Loopy,Godinez,157.48000000000002,115.0,154.94,1993-09-06,11,3,0,0
2812,Allan,Goes,182.88,205.0,182.88,1971-04-20,10,5,2,0
2811,Billy,Goff,177.8,170.0,182.88,1998-06-18,9,2,0,0
2810,Amiran,Gogoladze,185.42,170.0,187.96,1997-12-09,14,3,0,0
2808,Hannah,Goldy,162.56,115.0,154.94,1992-05-18,6,4,0,0
2807,Marcelo,Golm,190.5,249.0,190.5,1992-09-15,6,3,0,0
2806,Denise,Gomes,157.48000000000002,115.0,160.02,1999-12-30,8,2,0,0
2805,Sergio,Gomez,167.64,155.0,167.64,1982-04-29,10,3,0,0
2804,Frank,Gomez,177.8,135.0,170.18,1986-03-31,10,6,0,0
2801,Ulysses,Gomez,167.64,125.0,167.64,1983-05-25,9,5,0,0
2800,Joey,Gomez,177.8,135.0,185.42,1986-07-21,6,2,0,0
2799,Luis,Gomez,170.18,145.0,172.72,1995-01-28,4,1,0,0
2798,Joey,Gomez,177.8,155.0,180.34,1989-08-29,7,1,0,0
2797,Edson,Gomez,172.72,170.0,175.26,1991-02-23,6,2,0,0
2796,Silvana,Gomez Juarez,160.02,115.0,165.1,1984-12-06,11,5,0,0
2795,Takanori,Gomi,170.18,155.0,177.8,1978-09-22,35,14,0,1.0
2794,William,Gomis,182.88,145.0,185.42,1997-06-13,13,2,0,0
2793,Akihiro,Gono,170.18,170.0,172.72,1974-10-07,35,21,8,0
2792,Gabriel,Gonzaga,187.96,242.0,193.04,1979-05-18,17,11,0,0
2791,Justin,Gonzales,175.26,145.0,182.88,1991-04-28,6,0,0,0
2790,Fernando,Gonzalez,175.26,170.0,172.72,1983-09-15,26,14,0,0
2789,Nick,Gonzalez,167.64,155.0,167.64,1981-03-03,17,12,0,1.0
2787,Lewis,Gonzalez,177.8,170.0,177.8,1987-09-19,11,3,0,0
2786,Jason,Gonzalez,187.96,155.0,187.96,1990-02-28,11,5,0,0
2785,Pearl,Gonzalez,162.56,115.0,162.56,1986-08-12,6,3,0,0
2784,Jorge,Gonzalez,187.96,205.0,193.04,1984-02-29,16,4,0,0
2783,Mikey,Gonzalez,180.34,155.0,187.96,1985-08-13,7,2,0,0
2782,Erick,Gonzalez,180.34,155.0,190.5,1992-01-20,14,8,0,0
2781,Jennifer,Gonzalez,157.48000000000002,125.0,157.48000000000002,1986-03-22,13,5,0,0
2779,Lyman,Good,182.88,170.0,187.96,1985-05-26,21,6,0,1.0
2778,Jared,Gooden,182.88,170.0,195.58,1993-12-05,22,9,0,0
2777,Gary,Goodridge,190.5,249.0,190.5,1966-01-17,23,22,1,0
2775,Gerard,Gordeau,195.58,216.0,195.58,1959-03-30,2,2,0,0
2774,Eddie,Gordon,182.88,185.0,193.04,1983-07-22,8,4,0,0
2773,Jared,Gordon,175.26,155.0,172.72,1988-09-06,19,6,0,1.0
2772,Tebaris,Gordon,185.42,265.0,185.42,1988-07-19,3,1,0,0
2771,Malcolm,Gordon,170.18,125.0,180.34,1990-05-19,14,7,0,0
2770,Tresean,Gore,182.88,185.0,190.5,1994-06-21,5,2,0,0
2769,Alex,Gorgees,187.96,155.0,187.96,1995-08-11,6,1,0,0
2768,Themba,Gorimbo,185.42,170.0,195.58,1991-01-23,11,4,0,0
2767,Tim,Gorman,165.1,135.0,165.1,1983-04-29,9,4,0,0
2765,Jonathan,Goulet,182.88,170.0,185.42,1979-07-13,23,12,0,1.0
2764,Thibault,Gouti,177.8,155.0,182.88,1987-02-27,12,5,0,0
2763,Wilson,Gouveia,185.42,185.0,193.04,1978-10-03,14,8,0,0
2762,Todd,Gouwenberg,185.42,205.0,185.42,1974-09-25,9,5,0,0
2759,Damian,Grabowski,185.42,241.0,190.5,1980-05-12,20,5,0,0
2758,Royce,Gracie,185.42,175.0,185.42,1966-12-12,15,2,3,0
2757,Crosley,Gracie,175.26,190.0,175.26,1979-07-18,2,2,0,0
2754,Renzo,Gracie,177.8,185.0,177.8,1967-03-11,13,7,1,1.0
2753,Rickson,Gracie,177.8,185.0,177.8,1958-11-20,11,0,0,0
2752,Rodrigo,Gracie,182.88,183.0,182.88,1975-04-11,6,2,1,0
2751,Royler,Gracie,172.72,150.0,172.72,1965-12-06,5,5,1,0
2750,Ryan,Gracie,175.26,200.0,175.26,1974-08-14,5,2,0,0
2749,Ralek,Gracie,187.96,210.0,187.96,1985-10-04,3,1,0,0
2748,Rolles,Gracie,193.04,242.0,193.04,1978-07-14,8,4,0,0
2746,Roger,Gracie,193.04,185.0,200.66,1981-09-26,8,2,0,0
2745,Igor,Gracie,180.34,170.0,180.34,1980-02-04,5,4,0,0
2743,Kron,Gracie,175.26,145.0,177.8,1988-07-11,5,2,0,0
2742,Bogdan,Grad,172.72,155.0,177.8,1995-09-28,11,2,0,0
2739,Miranda,Granger,170.18,115.0,172.72,1992-04-13,7,3,0,0
2738,TJ,Grant,177.8,155.0,182.88,1984-02-26,21,5,0,0
2737,Davey,Grant,172.72,135.0,175.26,1985-12-18,15,7,0,0
2736,Dwight,Grant,185.42,185.0,193.04,1984-09-14,11,6,0,0
2735,Alexa,Grasso,165.1,125.0,167.64,1993-08-09,16,3,1,0
2734,Tony,Gravely,165.1,135.0,175.26,1991-09-28,23,9,0,0
2733,Michael,Graves,177.8,170.0,180.34,1991-01-08,6,0,1,0
2732,Shelton,Graves,187.96,255.0,193.04,1985-10-23,7,3,0,0
2731,James,Gray,175.26,135.0,175.26,1987-10-25,4,1,0,0
2730,Kevin,Gray,162.56,125.0,170.18,1985-05-03,9,4,0,0
2729,Sam,Greco,187.96,205.0,187.96,1967-05-03,3,1,1,0
2728,Bobby,Green,177.8,155.0,180.34,1986-09-09,30,14,1,1.0
2727,Desmond,Green,177.8,155.0,185.42,1989-10-11,23,8,0,0
2726,Gabe,Green,177.8,170.0,185.42,1993-05-02,11,5,0,0
2725,Maurice,Greene,200.66,258.0,203.2,1986-07-05,9,7,0,0
2724,Matt,Grice,172.72,145.0,177.8,1981-07-29,15,5,0,0
2723,Forrest,Griffin,190.5,205.0,195.58,1979-03-16,19,7,0,0
2722,Tyson,Griffin,167.64,145.0,172.72,1984-04-20,16,8,0,0
2721,Max,Griffin,180.34,170.0,193.04,1985-11-29,19,10,0,0
2720,Jordan,Griffin,177.8,145.0,185.42,1990-02-28,18,9,0,0
2719,Chad,Griggs,185.42,205.0,185.42,1978-05-15,11,3,0,0
2718,Charalampos,Grigoriou,170.18,135.0,170.18,1992-03-31,8,3,0,0
2715,Maxim,Grishin,190.5,205.0,198.12,1984-05-02,32,10,2,0
2714,Josh,Grispi,180.34,145.0,187.96,1988-10-14,14,5,0,0
2713,Garrett,Gross,175.26,155.0,175.26,1988-08-08,11,7,0,0
2712,Kendall,Grove,198.12,185.0,200.66,1982-11-12,23,17,0,1.0
2711,Neil,Grove,198.12,265.0,198.12,1971-01-18,12,8,1,0
2710,Chris,Gruetzemacher,172.72,155.0,172.72,1986-06-16,15,5,0,0
2709,Vik,Grujic,180.34,170.0,185.42,1977-02-06,6,6,0,0
2708,Mike,Grundy,170.18,145.0,182.88,1987-01-03,12,4,0,0
2707,Wang,Guan,175.26,145.0,180.34,1986-03-14,20,1,1,0
2706,Nandor,Guelmino,190.5,230.0,190.5,1975-12-20,11,5,1,0
2705,Fabricio,Guerreiro,177.8,145.0,177.8,1990-07-24,21,5,0,1.0
2704,Rainn,Guerrero,167.64,125.0,165.1,1992-05-13,5,2,0,0
2703,Shannon,Gugerty,177.8,155.0,180.34,1981-12-30,15,7,0,0
2702,Clay,Guida,170.18,155.0,177.8,1981-12-08,38,20,0,0
2701,Jason,Guida,177.8,214.0,177.8,1977-08-04,19,28,0,2.0
2700,Melvin,Guillard,175.26,155.0,180.34,1983-03-30,32,18,2,3.0
2699,Chris,Guillen,182.88,240.0,182.88,1972-12-09,13,16,0,0
2698,Marcelo,Guimaraes,182.88,185.0,185.42,1983-06-25,9,2,1,0
2697,Leonardo,Guimaraes,182.88,185.0,182.88,1982-04-15,11,5,0,1.0
2695,John,Gunderson,175.26,155.0,175.26,1979-01-05,35,16,2,0
2694,John,Gunther,175.26,155.0,182.88,1985-11-24,5,1,0,0
2693,Jorge,Gurgel,170.18,155.0,175.26,1977-01-25,14,10,0,0
2691,Bogdan,Guskov,190.5,205.0,193.04,1992-09-12,14,3,0,0
2690,Gugun,Gusman,170.18,135.0,172.72,1990-03-03,8,4,0,0
2689,Andre,Gusmao,182.88,205.0,182.88,1977-05-19,6,3,0,0
2688,Alexander,Gustafsson,195.58,205.0,200.66,1987-01-15,18,8,0,0
2687,Justin,Guthrie,185.42,170.0,185.42,1981-01-19,18,9,0,0
2686,Horacio,Gutierrez,177.8,145.0,177.8,1990-09-15,4,3,0,0
2685,Chris,Gutierrez,175.26,135.0,170.18,1991-04-22,19,5,2,0
2684,Mando,Gutierrez,167.64,135.0,177.8,1997-02-24,7,2,0,0
2683,Mike,Guymon,182.88,170.0,187.96,1974-09-17,15,6,1,0
2682,Chelsea,Hackett,162.56,125.0,167.64,1998-08-16,3,1,1,0
2680,Jake,Hadley,170.18,125.0,177.8,1996-08-03,10,2,0,0
2678,Damir,Hadzovic,175.26,155.0,177.8,1986-08-08,14,7,0,0
2677,Bassil,Hafez,180.34,170.0,182.88,1992-01-31,8,4,1,0
2676,Tim,Hague,193.04,260.0,193.04,1983-05-09,21,13,0,0
2675,Yazan,Hajeh,175.26,145.0,175.26,1992-09-04,6,1,0,0
2671,Uriah,Hall,182.88,185.0,200.66,1984-07-31,18,11,0,0
2670,Ryan,Hall,177.8,145.0,177.8,1985-02-22,9,2,0,0
2669,Dennis,Hallman,175.26,155.0,182.88,1975-12-02,53,20,2,1.0
2668,Piotr,Hallmann,175.26,155.0,180.34,1987-08-25,18,6,0,0
2667,Tony,Halme,190.5,300.0,190.5,1963-01-06,0,4,0,0
2666,Brandon,Halsey,182.88,185.0,182.88,1986-09-16,9,3,0,0
2665,John,Halverson,175.26,155.0,175.26,1972-09-08,16,8,0,1.0
2664,Seo,Hee Ham,157.48000000000002,115.0,157.48,1987-03-08,17,8,0,0
2662,Kazuhiro,Hamanaka,182.88,185.0,182.88,1978-10-24,5,7,1,0
2660,Matt,Hamill,185.42,205.0,193.04,1976-10-05,12,8,0,0
2658,Anthony,Hamilton,195.58,260.0,193.04,1980-04-14,15,9,0,0
2657,CJ,Hamilton,170.18,125.0,172.72,1986-10-07,11,4,0,0
2656,Jared,Hamman,190.5,185.0,190.5,1982-03-07,14,6,0,0
2655,James,Hammortree,190.5,185.0,190.5,1983-11-29,6,3,0,0
2653,Chad,Hanekom,193.04,185.0,187.96,1990-04-20,9,3,0,0
2652,Joachim,Hansen,170.18,150.0,170.18,1979-05-26,23,14,1,0
2651,Kay,Hansen,157.48000000000002,115.0,160.02,1999-08-14,7,6,0,0
2650,Nasrat,Haqparast,177.8,155.0,182.88,1995-08-22,15,5,0,0
