fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,event_name,event_date,event_city,event_state,event_country,fight_stat_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,fighter_f_name,fighter_l_name,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq
7218,664,Herb Dean,2976.0,2884.0,2884.0,5,F,Lightweight,M,KO/TKO,to Leg Injury,2,2:03,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14436,2976.0,0.0,34.0,19.0,32.0,18.0,0.0,0.0,0.0,0.0,0:00,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
6922,639,Marc Goddard,2902.0,2976.0,2902.0,3,F,Lightweight,M,Decision,Majority,3,5:00,UFC 286: Edwards vs. Usman 3,2023-03-18,London,England,United Kingdom,13843,2976.0,0.0,169.0,97.0,169.0,97.0,0.0,0.0,0.0,0.0,0:00,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
6585,611,Mark Smith,3185.0,2976.0,2976.0,5,F,Lightweight,M,KO/TKO,Punch to Head At Distance,5,0:18,UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,Las Vegas,Nevada,USA,13169,2976.0,1.0,192.0,92.0,159.0,64.0,1.0,0.0,0.0,0.0,2:59,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
6279,586,Herb Dean,1042.0,2976.0,2976.0,3,F,Lightweight,M,KO/TKO,"Kick to Head At Distance
      Wheel kick",3,2:20,UFC Fight Night: Font vs. Aldo,2021-12-04,Las Vegas,Nevada,USA,12557,2976.0,0.0,123.0,66.0,123.0,66.0,0.0,0.0,0.0,0.0,0:09,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
6110,572,Jacob Montalvo,2728.0,2976.0,2976.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 265: Lewis vs. Gane,2021-08-07,Houston,Texas,USA,12219,2976.0,0.0,223.0,104.0,223.0,104.0,0.0,0.0,0.0,0.0,0:08,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
5793,544,Chris Tognoni,1644.0,2976.0,2976.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,4:05,UFC 256: Figueiredo vs. Moreno,2020-12-12,Las Vegas,Nevada,USA,11585,2976.0,1.0,35.0,21.0,35.0,21.0,1.0,0.0,0.0,0.0,0:04,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
5578,523,Rich Mitchell,3229.0,2976.0,2976.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Abu Dhabi,Abu Dhabi,United Arab Emirates,11155,2976.0,0.0,128.0,82.0,124.0,78.0,2.0,1.0,0.0,0.0,2:49,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
5288,498,Kevin Sataki,152.0,2976.0,2976.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Maia vs. Askren,2019-10-26,Kallang,Kallang,Singapore,10575,2976.0,0.0,138.0,73.0,131.0,66.0,1.0,1.0,0.0,0.0,1:34,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
4998,474,Vjacheslav Kiselev,1545.0,2976.0,1545.0,3,F,Lightweight,M,KO/TKO,Spinning Back Kick Head,1,1:26,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Saint Petersburg,Saint Petersburg,Russia,9995,2976.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0:00,Rafael,Fiziev,172.72,155.0,180.34,1993-03-05,12,3,0,0.0
7218,664,Herb Dean,2976.0,2884.0,2884.0,5,F,Lightweight,M,KO/TKO,to Leg Injury,2,2:03,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14435,2884.0,0.0,42.0,17.0,40.0,16.0,6.0,1.0,0.0,0.0,1:28,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
6893,637,Mark Smith,2884.0,332.0,2884.0,3,F,Lightweight,M,Decision,Split,3,5:00,UFC 285: Jones vs. Gane,2023-03-04,Las Vegas,Nevada,USA,13786,2884.0,0.0,109.0,89.0,42.0,29.0,12.0,4.0,0.0,0.0,6:52,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
6725,623,Daniel Movahedi,3296.0,2884.0,3296.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,UFC 280: Oliveira vs. Makhachev,2022-10-22,Abu Dhabi,Abu Dhabi,United Arab Emirates,13449,2884.0,0.0,86.0,38.0,81.0,33.0,19.0,4.0,0.0,0.0,2:07,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
6563,609,Jason Herzog,350.0,2884.0,2884.0,5,F,Lightweight,M,Decision,Unanimous,5,5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,Las Vegas,Nevada,USA,13125,2884.0,0.0,166.0,108.0,138.0,81.0,21.0,6.0,0.0,0.0,4:58,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
6303,588,Jason Herzog,3007.0,2884.0,2884.0,3,F,Lightweight,M,KO/TKO,Knee to Body On Ground,2,3:26,UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Las Vegas,Nevada,USA,12605,2884.0,0.0,67.0,31.0,58.0,25.0,7.0,4.0,0.0,0.0,1:05,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
6080,569,Mike Beltran,542.0,2884.0,2884.0,3,F,Lightweight,M,Submission,Kimura From Side Control,1,1:05,UFC Fight Night: Makhachev vs. Moises,2021-07-17,Las Vegas,Nevada,USA,12159,2884.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0:46,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
5940,557,Jason Herzog,2522.0,2884.0,2884.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,1:22,UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,11879,2884.0,1.0,65.0,41.0,63.0,39.0,5.0,2.0,0.0,0.0,0:50,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
5713,536,Lukasz Bosacki,2884.0,2145.0,2145.0,3,F,Lightweight,M,Decision,Split,3,5:00,UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Abu Dhabi,Abu Dhabi,United Arab Emirates,11426,2884.0,0.0,151.0,69.0,126.0,52.0,16.0,5.0,0.0,0.0,3:29,Mateusz,Gamrot,177.8,155.0,177.8,1990-12-11,23,2,0,1.0
7217,664,Mark Smith,1662.0,2464.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14434,1662.0,0.0,59.0,37.0,40.0,23.0,15.0,5.0,1.0,0.0,7:33,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
6797,629,Marc Goddard,1662.0,380.0,380.0,3,F,Featherweight,M,Submission,Arm Triangle From Side Control,2,3:10,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Las Vegas,Nevada,USA,13594,1662.0,0.0,94.0,46.0,82.0,36.0,9.0,1.0,0.0,0.0,1:29,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
6389,595,Mark Smith,3863.0,1662.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC 272: Covington vs. Masvidal,2022-03-05,Las Vegas,Nevada,USA,12777,1662.0,1.0,209.0,182.0,47.0,34.0,4.0,4.0,0.0,0.0,11:28,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
5739,538,Keith Peterson,1662.0,2991.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Hall vs. Silva,2020-10-31,Las Vegas,Nevada,USA,11478,1662.0,0.0,135.0,100.0,69.0,46.0,13.0,7.0,1.0,0.0,10:12,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
5461,513,Keith Peterson,1662.0,949.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC 249: Ferguson vs. Gaethje,2020-05-09,Jacksonville,Florida,USA,10922,1662.0,0.0,74.0,60.0,49.0,40.0,3.0,3.0,5.0,0.0,12:51,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
5334,502,Dan Miragliotta,1662.0,799.0,1662.0,3,F,Featherweight,M,Submission,Twister From Back Control,1,4:20,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Washington,DC,USA,10668,1662.0,0.0,28.0,24.0,7.0,6.0,1.0,1.0,1.0,0.0,4:00,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
4965,471,Ricky Parker,1662.0,1647.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Thompson vs. Pettis,2019-03-23,Nashville,Tennessee,USA,9930,1662.0,0.0,56.0,28.0,44.0,17.0,3.0,0.0,2.0,1.0,3:11,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
4605,442,Marc Goddard,3228.0,1662.0,1662.0,3,F,Featherweight,M,Decision,Majority,3,5:00,The Ultimate Fighter: Undefeated Finale,2018-07-06,Las Vegas,Nevada,USA,9209,1662.0,0.0,78.0,45.0,69.0,38.0,10.0,3.0,1.0,0.0,2:15,Bryce,Mitchell,177.8,145.0,177.8,1994-10-04,16,2,0,0.0
7217,664,Mark Smith,1662.0,2464.0,1662.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14433,2464.0,0.0,72.0,32.0,55.0,18.0,0.0,0.0,0.0,1.0,2:11,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
7035,649,Jason Herzog,2464.0,2121.0,2464.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC 289: Nunes vs. Aldana,2023-06-10,Vancouver,British Columbia,Canada,14070,2464.0,1.0,184.0,88.0,184.0,88.0,0.0,0.0,0.0,0.0,0:41,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
6823,631,Jason Herzog,2464.0,2420.0,2464.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,2,4:13,UFC Fight Night: Strickland vs. Imavov,2023-01-14,Las Vegas,Nevada,USA,13646,2464.0,1.0,81.0,40.0,74.0,34.0,1.0,1.0,0.0,0.0,0:18,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
6526,606,Keith Peterson,2464.0,3046.0,3046.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Las Vegas,Nevada,USA,13052,2464.0,0.0,114.0,47.0,106.0,42.0,0.0,0.0,0.0,0.0,0:10,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
6289,587,Chris Tognoni,3087.0,2464.0,3087.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC 269: Oliveira vs. Poirier,2021-12-11,Las Vegas,Nevada,USA,12577,2464.0,0.0,171.0,73.0,168.0,70.0,4.0,1.0,0.0,0.0,0:21,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
6049,566,Herb Dean,2309.0,2464.0,2309.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00,UFC Fight Night: Jung vs. Ige,2021-06-19,Las Vegas,Nevada,USA,12097,2464.0,0.0,237.0,137.0,168.0,80.0,4.0,0.0,0.0,0.0,1:53,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
5912,554,Mike Beltran,2464.0,346.0,2464.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,1,0:22,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Las Vegas,Nevada,USA,11824,2464.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0:01,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
5568,522,Herb Dean,2272.0,2464.0,2272.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00,UFC Fight Night: Kattar vs. Ige,2020-07-15,Abu Dhabi,Abu Dhabi,United Arab Emirates,11135,2464.0,0.0,221.0,87.0,218.0,84.0,9.0,0.0,0.0,0.0,0:03,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
5489,515,Jason Herzog,2464.0,3863.0,2464.0,3,F,Featherweight,M,Decision,Split,3,5:00,UFC Fight Night: Overeem vs. Harris,2020-05-16,Jacksonville,Florida,USA,10978,2464.0,0.0,189.0,100.0,164.0,79.0,4.0,1.0,0.0,0.0,2:06,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
5397,507,Kerry Hatley,3816.0,2464.0,2464.0,3,F,Featherweight,M,Decision,Split,3,5:00,UFC 247: Jones vs. Reyes,2020-02-08,Houston,Texas,USA,10793,2464.0,0.0,117.0,64.0,88.0,43.0,2.0,1.0,0.0,0.0,0:54,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
5089,481,Jimmy Neely,2464.0,4081.0,2464.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Greenville,South Carolina,USA,10178,2464.0,1.0,146.0,92.0,125.0,71.0,4.0,1.0,0.0,0.0,4:07,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
4950,470,Marc Goddard,2586.0,2464.0,2464.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,1:17,UFC Fight Night: Till vs. Masvidal,2019-03-16,London,England,United Kingdom,9899,2464.0,1.0,17.0,10.0,17.0,10.0,1.0,1.0,1.0,0.0,0:31,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
4839,461,Joe Fipp,2464.0,2720.0,2464.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,Milwaukee,Wisconsin,USA,9678,2464.0,0.0,144.0,86.0,107.0,56.0,7.0,3.0,0.0,1.0,6:53,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
4578,440,Kevin MacDonald,843.0,2464.0,2464.0,3,F,Featherweight,M,KO/TKO,Punches to Head From Back Control,1,0:50,UFC 225: Whittaker vs. Romero 2,2018-06-09,Chicago,Illinois,USA,9155,2464.0,0.0,32.0,29.0,27.0,25.0,1.0,1.0,0.0,0.0,0:32,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
4405,425,Kevin MacDonald,2464.0,3949.0,3949.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,UFC 220: Miocic vs. Ngannou,2018-01-20,Boston,Massachusetts,USA,8810,2464.0,0.0,116.0,36.0,113.0,35.0,13.0,1.0,0.0,0.0,1:16,Dan,Ige,170.18,145.0,180.34,1991-08-06,17,7,0,0.0
7216,664,Kerry Hatley,981.0,179.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,2,2:42,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14432,981.0,0.0,130.0,90.0,102.0,70.0,1.0,1.0,0.0,0.0,2:03,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
6984,645,Vitor Ribeiro,981.0,2410.0,2410.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC 288: Sterling vs. Cejudo,2023-05-06,Newark,New Jersey,USA,13968,981.0,0.0,150.0,115.0,62.0,33.0,0.0,0.0,0.0,0.0,0:05,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
6750,625,Jason Herzog,981.0,2057.0,2057.0,5,F,Women's Strawweight,F,KO/TKO,Punches to Head At Distance,3,0:54,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Las Vegas,Nevada,USA,13500,981.0,0.0,78.0,44.0,52.0,19.0,0.0,0.0,0.0,0.0,0:15,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
6385,595,Chris Tognoni,981.0,69.0,981.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,UFC 272: Covington vs. Masvidal,2022-03-05,Las Vegas,Nevada,USA,12770,981.0,0.0,207.0,79.0,200.0,72.0,0.0,0.0,0.0,0.0,0:41,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
6194,579,Mark Smith,3239.0,981.0,981.0,5,F,Women's Strawweight,F,Decision,Unanimous,5,5:00,UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Las Vegas,Nevada,USA,12387,981.0,0.0,284.0,148.0,279.0,144.0,0.0,0.0,1.0,0.0,0:10,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
5988,561,Herb Dean,981.0,179.0,981.0,5,F,Women's Flyweight,F,Decision,Unanimous,5,5:00,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,11976,981.0,0.0,304.0,144.0,282.0,125.0,0.0,0.0,0.0,0.0,0:51,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
5841,548,Herb Dean,981.0,1057.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punch to Head At Distance,2,0:54,UFC 257: Poirier vs. McGregor,2021-01-23,Abu Dhabi,Abu Dhabi,United Arab Emirates,11682,981.0,1.0,52.0,26.0,36.0,15.0,0.0,0.0,0.0,0.0,0:07,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
5591,524,Rich Mitchell,3063.0,981.0,3063.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,UFC Fight Night: Whittaker vs. Till,2020-07-25,Abu Dhabi,Abu Dhabi,United Arab Emirates,11181,981.0,0.0,129.0,91.0,76.0,40.0,0.0,0.0,0.0,0.0,1:04,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
5170,488,Fernando Portella,375.0,981.0,981.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,Montevideo,Montevideo,Uruguay,10339,981.0,0.0,186.0,98.0,167.0,84.0,4.0,1.0,1.0,0.0,2:24,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
4978,472,Keith Peterson,981.0,4082.0,981.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,9956,981.0,1.0,213.0,129.0,202.0,118.0,1.0,0.0,0.0,1.0,3:01,Marina,Rodriguez,167.64,115.0,165.1,1987-04-29,17,3,2,0.0
7216,664,Kerry Hatley,981.0,179.0,981.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Mount,2,2:42,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14431,179.0,0.0,37.0,16.0,32.0,13.0,6.0,1.0,0.0,0.0,2:49,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
6939,641,Larry Folsom,179.0,1195.0,1195.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,UFC 287: Pereira vs. Adesanya 2,2023-04-08,Miami,Florida,USA,13878,179.0,0.0,199.0,70.0,188.0,61.0,2.0,1.0,0.0,0.0,1:01,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
6596,612,Kevin MacDonald,179.0,2057.0,2057.0,3,F,Women's Strawweight,F,Submission,Guillotine Choke After Drop to Guard,2,1:48,UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,Elmont,New York,USA,13192,179.0,0.0,62.0,35.0,56.0,29.0,2.0,1.0,0.0,0.0,1:08,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
5988,561,Herb Dean,981.0,179.0,981.0,5,F,Women's Flyweight,F,Decision,Unanimous,5,5:00,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,11975,179.0,0.0,222.0,100.0,205.0,88.0,5.0,1.0,0.0,0.0,3:54,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
5660,531,Marc Goddard,179.0,2552.0,179.0,5,F,Women's Strawweight,F,Decision,Split,5,5:00,UFC Fight Night: Waterson vs. Hill,2020-09-12,Las Vegas,Nevada,USA,11320,179.0,0.0,361.0,162.0,324.0,128.0,18.0,1.0,0.0,0.0,4:03,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
5463,513,Dan Miragliotta,3063.0,179.0,3063.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,UFC 249: Ferguson vs. Gaethje,2020-05-09,Jacksonville,Florida,USA,10925,179.0,0.0,98.0,44.0,98.0,44.0,0.0,0.0,0.0,0.0,0:00,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
5271,496,Herb Dean,2396.0,179.0,2396.0,5,F,Women's Strawweight,F,Decision,Unanimous,5,5:00,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Tampa,Florida,USA,10541,179.0,0.0,174.0,71.0,160.0,58.0,9.0,1.0,1.0,0.0,4:59,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
4981,472,Dan Miragliotta,2171.0,179.0,179.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,9961,179.0,0.0,167.0,82.0,149.0,64.0,4.0,2.0,1.0,0.0,3:34,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
4735,452,Jason Herzog,179.0,2568.0,179.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC 229: Khabib vs. McGregor,2018-10-06,Las Vegas,Nevada,USA,9470,179.0,0.0,163.0,131.0,107.0,76.0,4.0,0.0,0.0,0.0,2:49,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
4514,434,Chris Tognoni,179.0,3521.0,179.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,Glendale,Arizona,USA,9028,179.0,0.0,103.0,77.0,84.0,61.0,4.0,3.0,0.0,0.0,6:03,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
4355,420,Keith Peterson,375.0,179.0,375.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,UFC 218: Holloway vs. Aldo 2,2017-12-02,Detroit,Michigan,USA,8709,179.0,0.0,148.0,66.0,138.0,56.0,3.0,2.0,0.0,1.0,4:30,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
4057,394,Keith Peterson,1523.0,179.0,1523.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,2,2:47,UFC on FOX: Johnson vs. Reis,2017-04-15,Kansas City,Missouri,USA,8113,179.0,0.0,44.0,31.0,33.0,22.0,1.0,1.0,0.0,0.0,0:50,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
3936,383,John McCarthy,286.0,179.0,179.0,5,F,Women's Strawweight,F,Submission,Rear Naked Choke,1,3:21,UFC on FOX: VanZant vs. Waterson,2016-12-17,Sacramento,California,USA,7871,179.0,0.0,18.0,13.0,17.0,12.0,1.0,1.0,2.0,0.0,1:47,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
3248,325,Herb Dean,1916.0,179.0,179.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,3,2:38,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,Las Vegas,Nevada,USA,6495,179.0,0.0,120.0,102.0,60.0,47.0,3.0,3.0,4.0,0.0,1:57,Michelle,Waterson-Gomez,160.02,115.0,157.48,1986-01-06,18,12,0,0.0
7215,664,Dan Miragliotta,3831.0,2974.0,3831.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:32,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14430,3831.0,0.0,105.0,63.0,80.0,45.0,2.0,1.0,1.0,0.0,3:30,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
6994,646,Wayne Spinola,3831.0,2726.0,3831.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,0:14,UFC Fight Night: Rozenstruik vs. Almeida,2023-05-13,Charlotte,North Carolina,USA,13988,3831.0,1.0,9.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0:03,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
6803,630,Herb Dean,3831.0,3034.0,3034.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Las Vegas,Nevada,USA,13606,3831.0,0.0,42.0,25.0,16.0,3.0,1.0,0.0,0.0,0.0,0:00,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
6626,615,Mark Smith,3831.0,807.0,3831.0,3,F,Welterweight,M,KO/TKO,Kick to Head At Distance,1,0:44,UFC Fight Night: Santos vs. Hill,2022-08-06,Las Vegas,Nevada,USA,13252,3831.0,1.0,10.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0:02,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
6337,591,Herb Dean,2770.0,3831.0,3831.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Las Vegas,Nevada,USA,12673,3831.0,0.0,203.0,119.0,193.0,112.0,8.0,1.0,0.0,0.0,3:20,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
6138,574,Herb Dean,3831.0,314.0,3831.0,3,F,Middleweight,M,Submission,Rear Naked Choke,2,2:15,UFC Fight Night: Barboza vs. Chikadze,2021-08-28,Las Vegas,Nevada,USA,12276,3831.0,0.0,96.0,54.0,87.0,46.0,1.0,1.0,1.0,0.0,1:22,Bryan,Battle,185.42,170.0,195.58,1994-09-21,11,2,0,0.0
7215,664,Dan Miragliotta,3831.0,2974.0,3831.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:32,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Las Vegas,Nevada,USA,14429,2974.0,0.0,57.0,29.0,51.0,25.0,2.0,0.0,0.0,0.0,0:33,AJ,Fletcher,177.8,170.0,170.18,1997-02-18,10,3,0,0.0
6863,635,Jacob Montalvo,2974.0,2768.0,2974.0,3,F,Welterweight,M,Submission,Guillotine Choke From Bottom Guard,2,1:37,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,Las Vegas,Nevada,USA,13726,2974.0,0.0,35.0,23.0,17.0,7.0,0.0,0.0,1.0,1.0,3:21,AJ,Fletcher,177.8,170.0,170.18,1997-02-18,10,3,0,0.0
